"fold_id","district","district_old","pca","orig_area","district_perim","parts","circle_perim","circle_area","hull_perim","hull_area","reock","hull","grofman","polsby","corners","xvar","yvar","sym_x","sym_y","points","var_xcoord","var_ycoord","avgline","varline","boyce","lenwid"
"set2.41","27_L_39A_2010","27_0_39A",58.8235294117647,444554254.173,134153.496346,1,123796.811312,1166160983.09,106762.811304,704278962.506,0.381211737160898,0.631218988270167,6.36267309763988,0.310406382757949,27,70.1398,166.438,0.58561110927,0.40241324773,171,0.00589783940171026,0.0145332349409634,0.00838986312816178,0.000138480571379486,0.311895706295222,0.941971856786181
"set2.42","28_L_113_2010","28_0_113",96.078431372549,58330877.6526,63168.7421299,2,86344.2587662,588799134.769,65349.2497852,203794896.333,0.0990675328955512,0.286223446721097,8.27090387540941,0.183697783895325,22,82.6931,136.234,0.0350570823809,0.0630411631726,16,0.00125835371272713,3.34827507475457e-05,0.0146851995423787,2.92720351873637e-05,0.450043804424357,4.34389922701082
"set2.43","28_U_021_2010","28_1_021",42.156862745098,3570925152.69,468138.32593,1,314112.689394,7767860191.93,270784.455903,5122880233.14,0.459705126567522,0.697054194160079,7.83400463320454,0.204758630371072,78,118.985,128.207,0.271952939474,0.319869102442,937,0.0595929072361798,0.0434839455183111,0.00498976864855676,8.28836730668354e-05,0.22367044937346,1.1531511628001
"set2.44","29_U_025_2010","29_1_025",79.4117647058823,13540237120.1,994573.603475,1,823012.935603,52924770060.4,628653.244914,24211552307.4,0.255839318803791,0.559246963936367,8.54719857019851,0.172013398605813,81,167.769,103.64,0.403163229102,0.547288695693,1076,0.360612289737365,0.133907223305073,0.00950762449470311,0.000169004664709043,0.37045172882677,1.79340008237943
"set2.45","30_L_055_2010","30_0_055",19.6078431372549,8189834.61718,14395.3046428,1,14986.0623291,17046044.0967,12247.2193328,10158008.5063,0.480453680086719,0.806244118825128,5.03017731378185,0.496641807235623,16,111.071,135.212,0.333332265927,0.240724354918,35,0.000208901670278482,0.000126563042591321,0.00453910924665765,9.95956836365101e-06,0.325960695461838,1.13900591618346
"set2.46","31_U_036_2010","31_1_036",13.7254901960784,10308997102.8,495145.076763,1,537882.973065,22355487765.3,436597.899348,12659478261.9,0.46113943972189,0.814330329380634,4.87667997317432,0.528398226358896,18,143.962,141.202,0.358316580456,0.444745776814,271,0.183393380117723,0.133824547461207,0.0192941049397975,0.00061208845751886,0.355903732573293,1.43032945351922
"set2.47","31_U_041_2010","31_1_041",20.5882352941176,14389546682.7,618274.917329,1,707548.779958,38620008173.9,532944.968447,18019259194.4,0.372593051195279,0.798564831520486,5.15416208444638,0.473035484572398,15,146.606,136.695,0.655050417713,0.477590255879,271,0.351911854708989,0.228791985303823,0.0241007638796913,0.000565101008259753,0.322719926996878,1.33208703638112
"set2.48","31_U_042_2010","31_1_042",0.980392156862745,6670373042.38,330379.900924,1,386806.519208,11567889929.5,327489.417659,6736795894.24,0.576628329196794,0.990140290294858,4.04518657532553,0.767949654687053,6,236.572,175.132,0.017463003347,0.102570825106,118,0.173348018498805,0.0794996524678771,0.0297731247000109,0.00113132325305305,0.14840125902646,1.50185149687174
"set2.49","32_L_041_2010","32_0_041",38.2352941176471,60533870.7355,44112.5691709,1,42643.4160642,142396597.545,35339.9352703,85625428.5163,0.425107564219504,0.70696137566163,5.66973981926776,0.390916142270323,29,108.222,126.774,0.630437946968,0.537281836424,86,0.00105618740397734,0.000862569140556551,0.00524181500553034,2.85654781420134e-05,0.322209269996679,1.30758268015504
"set2.50","33_L_103_2010","33_0_103",29.4117647058824,556646232.98,123712.734205,1,138045.013221,1458321029.76,103271.996586,686509241.803,0.381703494375041,0.810835745660267,5.24354220847991,0.457046436842172,25,105.81,100.077,0.65150645581,0.592967670087,118,0.0111487343401275,0.00480415627584059,0.0111174008889027,0.000358618945668746,0.502515396174575,1.57539669995349
"set2.51","33_L_303_2010","33_0_303",1.96078431372549,161770265.199,55976.9381,1,86430.3400221,570296683.54,55968.3889123,162917255.956,0.283659838585847,0.992959672993082,4.40108534542897,0.648769288679982,4,243.993,146.09,0.11303481336,0.278979026098,20,0.0099595024843549,0.00129225156307357,0.0339931726154713,0.00105036339026373,0.321424818623051,3.28878972786333
"set2.52","33_L_505_2010","33_0_505",6.86274509803922,155129665.322,56661.4493344,1,56692.2219947,246865627.297,51240.5475915,167827303.04,0.628397185224033,0.924341048875858,4.54925468812986,0.607196642431598,19,68.8468,137.103,0.0462239595835,0.423694135434,59,0.00194865733438228,0.00374724150783795,0.0100492308390683,0.000191723782897878,0.285733479177197,0.904762746021323
"set2.53","33_L_513_2010","33_0_513",25.4901960784314,17427278.342,22699.1424415,1,24247.7655522,45157426.9652,19780.5227613,19813199.0715,0.385922748774639,0.879579227923269,5.43744236136254,0.425030926134615,20,73.9794,98.2493,0.650934182658,0.213005767886,53,0.00019818456258384,0.000311521939826179,0.00447141374664287,4.27698443885829e-05,0.501059892957965,0.708976526893049
"set2.54","33_L_808_2010","33_0_808",39.2156862745098,5305163.04747,12687.7672706,1,11888.0806033,10840103.6757,10036.272106,6782665.06322,0.489401504467384,0.782164974684955,5.50853148287,0.414131430217354,37,89.8313,117.694,0.372404970304,0.287882277491,40,0.000113213940083032,9.40724958336884e-05,0.00337082101773872,5.70419929096065e-06,0.215942716739918,1.19244660201848
"set2.55","33_U_012_2010","33_1_012",35.2941176470588,444938810.665,133787.435463,1,189113.93714,2748787288.91,117287.857802,501143395.258,0.161867312345378,0.887847300543461,6.34256876030733,0.312377320808804,24,173.613,59.2445,0.504047027637,0.163186584158,139,0.0362858281254227,0.0013045657669729,0.0110936878398637,0.000243984794367703,0.432839475891605,5.96154576410091
"set2.56","34_L_029_2010","34_0_029",71.5686274509804,64953115.8371,51381.3642412,1,43503.2687382,146458596.487,38774.6474067,90938194.0264,0.443491316966604,0.71425561649315,6.37537355318984,0.309170886302545,27,60.312,109.846,0.403135889977,0.423184281384,167,0.000754026549423782,0.00133357238829911,0.00316855809225582,1.07978348783369e-05,0.388952503202155,0.761915995617082
"set2.57","34_L_031_2010","34_0_031",55.8823529411765,63880416.2707,52725.1082991,1,50582.9197702,198032727.061,38704.6044166,81495985.4628,0.322575047158861,0.783847399450849,6.59680446961329,0.288763728393466,32,59.7207,75.201,0.493543135697,0.671513206566,152,0.00100422459602527,0.00100963275522047,0.00362536029015654,1.81376479463329e-05,0.539075623546524,1.11287980036481
"set2.58","34_U_015_2010","34_1_015",47.0588235294118,477221008.838,121549.163533,1,123282.076932,1177646185.05,96958.3451639,631871168.824,0.405232925556277,0.755250488364859,5.56406503111375,0.405905998617528,32,121.438,96.9367,0.481312017826,0.435134915432,251,0.0137294763641693,0.00679378923315188,0.00495922539647113,2.83553548142442e-05,0.277588380688817,1.27142332439298
"set2.59","35_L_016_2010","35_0_016",74.5098039215686,19706805.0918,29033.2428429,1,23534.9235351,43445555.0688,21295.7354009,30008245.1042,0.453597728480911,0.656713014152294,6.54014588826798,0.293788635337093,18,74.7468,113.983,0.620171837872,0.121840159772,78,0.000213258856143933,0.000527114299096949,0.00376479237941862,9.90094622470759e-06,0.298580968481667,0.741521238322727
"set2.60","35_U_036_2010","35_1_036",85.2941176470588,1044482303.63,261922.239582,1,235483.224166,4367516403.61,174489.744869,1754829551.64,0.239147883398143,0.595204418944202,8.10441799940236,0.191322566980723,48,95.7444,126.823,0.681570479201,0.824438269052,474,0.0202139854214096,0.0179713522912192,0.00547882556284084,0.000321875869785834,0.372195651281075,1.14730297252044
"set2.61","36_U_039_2010","36_1_039",70.5882352941176,1248309926.97,234146.440402,1,195116.927694,2939931352.85,166972.705321,1779972827.37,0.424605127517646,0.701308417620308,6.62714308965671,0.286125897887941,47,95.8801,118.142,0.357987996445,0.288963240875,358,0.0267325975448692,0.0249605677277891,0.00691126303247078,5.95763045682224e-05,0.226191446316579,0.925447080066727
"set2.62","37_L_071_2010","37_0_071",77.4509803921569,101816440.299,77778.4886857,1,60252.5688252,284236278.966,46691.6964671,146361434.372,0.358210572800171,0.695650741165995,7.70815688860138,0.211499221424055,56,120.081,115.409,0.352744076251,0.27100415326,282,0.00275891475520227,0.00125045116251242,0.00278013549495437,5.77531093980789e-06,0.300177961558268,1.46707119063832
"set2.63","37_L_079_2010","37_0_079",37.2549019607843,813758740.622,186768.986587,1,147256.112305,1698144150.61,126790.005729,1074211645.99,0.479204748507178,0.757540419208577,6.54721992097785,0.293154122461864,47,74.4102,131.716,0.54219079455,0.179166836098,413,0.0104365906214353,0.0155966292793865,0.00455741625687389,4.71306409719408e-05,0.261534846086107,1.01314845900183
"set2.64","37_L_090_2010","37_0_090",3.92156862745098,1467912609.33,190735.1798,1,192642.498171,2903701400.82,157518.948118,1651672889.9,0.505531529142585,0.88874293348659,4.97829585307255,0.507047281865881,44,170.49,89.107,0.275534586982,0.539417307197,322,0.0321246201188999,0.0101986535570857,0.00601265654376734,6.94769526762063e-05,0.345243682752717,1.71799206117625
"set2.65","37_L_097_2010","37_0_097",8.8235294117647,795128077.302,138330.712548,1,192377.083619,2900886734.47,132999.585223,821332251.104,0.274098284450004,0.968095525572291,4.90568964403688,0.522167365084067,13,237.83,67.6336,0.29057278399,0.0731335093681,139,0.0430909645976896,0.00376300447087992,0.0106132569617857,0.000140942469604387,0.301110992966418,3.54982796018067
"set2.66","37_L_098_2010","37_0_098",33.3333333333333,207672090.818,79512.4630042,1,77564.8709144,471635204.845,63210.0124392,267209846.949,0.440323556606106,0.777187267569659,5.51754823932556,0.412778992163059,30,163.946,85.6302,0.366181734177,0.493164758127,178,0.00607124203194405,0.00206289451050086,0.00446607648304726,2.09653536405536e-05,0.237277320612156,1.39696185558177
"set2.67","38_L_023_2010","38_0_023",53.921568627451,9161696091.65,584534.855083,1,611162.729763,28078082551.7,428080.93465,12145762757,0.326293509351311,0.754312123079287,6.10692339130246,0.336949580514317,38,156.707,119.458,0.479263213396,0.534855969506,472,0.221683124390454,0.0565482570495712,0.013818674585998,0.000512875417424097,0.613211496312903,1.96422875381755
"set2.68","39_L_014_2010","39_0_014",63.7254901960784,97671907.9133,76720.9099344,1,50340.9629966,195696370.095,43221.7551623,137023012.798,0.4990992314568,0.712813898328804,7.76298790343063,0.208522078469859,58,116.902,121.839,0.218806182606,0.314464744624,205,0.00215060354964285,0.00127071685071783,0.00399823308084265,1.67939606934336e-05,0.259127649901637,1.30974873832413
"set2.69","4_U_017_2010","04_1_017",15.6862745098039,174255005.571,64406.5042595,1,65233.684096,334803967.247,57050.7913673,197421932.232,0.520468759686005,0.882652720500297,4.87907053715466,0.527880562060184,19,85.5111,135.486,0.146437978205,0.247492026002,109,0.00205899454797908,0.00364495311473574,0.00578594528386445,2.43439742794282e-05,0.239996444392941,0.787960978454512
"set2.70","40_L_075_2010","40_0_075",22.5490196078431,52088419.2407,38386.2305204,1,45962.3271929,165391255.609,32975.572517,58440816.4927,0.314940587692506,0.891302044816682,5.31869244850968,0.44422204570999,19,223.552,72.9304,0.505380446705,0.118504631554,82,0.00226943399549576,0.000271913245937619,0.00495641233650732,4.36276025505177e-05,0.337638110388916,3.27102975605554
"set2.71","40_L_084_2010","40_0_084",14.7058823529412,28214002.0925,26869.3893968,1,27601.6560016,59714772.4686,22715.1515754,33591248.9142,0.47247943726715,0.839921199850748,5.05854304776386,0.491087594813115,19,179.627,144.845,0.180142744311,0.278109105348,55,0.000661273426264495,0.000290926991414493,0.00497906183122874,1.21821162082848e-05,0.304319761461938,1.45656450954119
"set2.72","41_L_033_2010","41_0_033",30.3921568627451,51299235.5215,44064.8217269,1,57489.1971375,251131296.839,34820.6890568,67395998.9294,0.204272570433099,0.761161438904378,6.15228677404295,0.331998959270708,39,173.908,118.261,0.0300792878013,0.0273378544726,118,0.00369801345463348,0.000305710552959659,0.00432444152456286,1.65868324601422e-05,0.419704615591666,3.34274015014748
"set2.73","41_L_043_2010","41_0_043",75.4901960784314,23427881.5066,26576.8429417,1,32960.0532282,82542072.0281,21723.3941438,30435231.7946,0.283829578431523,0.769761888613469,5.49081587340362,0.416808054701032,20,124.16,104.721,0.0993125695844,0.149137257554,67,0.000825056956759805,0.000255672360064462,0.00453979648432745,9.08271067676744e-06,0.339703335607814,2.11439776751085
"set2.74","42_L_024_2010","42_0_024",48.0392156862745,23368484.488,30449.6647053,1,26286.4277413,53518219.0828,22002.3505705,32747654.5334,0.436645405779399,0.713592616661019,6.29893665263583,0.316719922543619,72,110.27,111.062,0.27463539289,0.497435858323,109,0.000584529862989873,0.000409487002567022,0.0029368041304166,4.46798290373707e-06,0.232524135149863,1.19563228981466
"set2.75","42_L_184_2010","42_0_184",11.7647058823529,18802683.5702,20414.4717507,1,19671.2341972,30019271.206,17510.9450631,21392519.1982,0.626353765924933,0.878937323650133,4.70791082246851,0.566961290638006,18,77.644,90.1191,0.154883615666,0.764859746807,73,0.000257351360066587,0.000238138995571883,0.00286305673965364,1.10420352561853e-05,0.362742952512962,1.0299872331515
"set2.76","42_U_043_2010","42_1_043",65.6862745098039,186472657.617,116979.412973,1,83672.2773912,542311264.533,64273.2714184,263957279.854,0.343848025686092,0.706450141174897,8.5664691935228,0.171240366697055,76,90.8766,114.295,0.490368731076,0.611201323435,411,0.00489213359121702,0.00272395993029856,0.00299471758100502,6.55551792487059e-06,0.318477018966726,1.17756765049668
"set2.77","44_L_024_2010","44_0_024",78.4313725490196,25770119.5302,37713.9420305,1,31334.2770497,75754944.318,26330.6260721,46700990.4301,0.340177393861232,0.551810985010513,7.42922844193362,0.22767871865851,31,77.7676,101.753,0.560393192394,0.400607439803,96,0.000451513636781663,0.000619390536189831,0.00415199262412837,1.06170169552732e-05,0.347112199702189,1.06367802866633
"set2.78","44_L_054_2010","44_0_054",34.3137254901961,6367085.87949,14097.1862668,1,15570.5678798,18694056.2814,11313.4811722,8120331.8535,0.340594132362009,0.784091832003846,5.58678661903366,0.402611054766835,22,90.8273,108.133,0.0731801247991,0.358043357642,50,0.000192035191828167,9.17167014783737e-05,0.00308852842954082,5.14940742589142e-06,0.258929107149233,1.58897226356149
"set2.79","44_L_065_2010","44_0_065",82.3529411764706,12278394.8118,25081.5682008,1,20604.9817486,32746474.8729,18004.7207833,19733399.6693,0.374953177691845,0.622213861654156,7.15787137294745,0.245268674665074,32,64.0008,117.205,0.0640632870156,0.146145666664,82,0.000212467202569805,0.000302635022489077,0.00314433990536391,4.45431470021425e-06,0.295270049250593,0.850564558609622
"set2.80","45_L_072_2010","45_0_072",86.2745098039216,46053345.9682,49647.3696815,1,60834.6989416,290842505.145,42036.0550366,74629262.6451,0.158344620038395,0.617095015224886,7.31586444738736,0.234789442165621,27,126.459,74.6974,0.708170897173,0.73575638034,152,0.00229238859559577,0.0011233682045292,0.00326751472490771,9.6424398173242e-06,0.429910805597199,1.31580342332939
"set2.81","45_L_095_2010","45_0_095",45.0980392156863,446588252.826,138944.351608,1,108941.119916,933541529.453,96975.3383355,612821735.903,0.478380702664266,0.72874088280819,6.57487119054724,0.290693530318299,60,78.6823,120.084,0.50253833215,0.460945728324,471,0.00484404815432148,0.00870406315635449,0.00291234045767472,1.13209909718669e-05,0.303636860358653,0.887956083699539
"set2.82","45_U_027_2010","45_1_027",28.4313725490196,4150641860.81,399606.072291,1,344511.982564,9320206330.4,280649.882372,5315621817.25,0.445337980047901,0.780838442520598,6.20260961612718,0.326633682940205,63,134.564,121.353,0.422688643464,0.419675998396,788,0.115950909089654,0.047312874329358,0.00514049635448386,5.86475199624061e-05,0.269345843398611,1.47038141281614
"set2.83","46_L_022_2010","46_0_022",2.94117647058824,5512995096.76,348049.590099,1,493527.491189,18600855072.1,338824.553329,5805403457.33,0.296383960597011,0.949631690076458,4.68756522239236,0.571893574402154,5,239.625,114.899,0.119404092301,0.112644764066,144,0.280785618957293,0.0330142568458544,0.0281432112993579,0.000765534007111176,0.376173468423418,3.58911258785754
"set2.84","47_L_037_2010","47_0_037",67.6470588235294,246720242.835,126373.305039,1,95117.896901,708524447.752,76843.0519316,362530981.488,0.348216979128655,0.680549402487872,8.04549838177157,0.19413505378398,53,94.4347,137.79,0.633443413577,0.433981305712,283,0.00403783134317853,0.00654235388628058,0.00444056365247665,2.40383958534022e-05,0.282959989628636,0.772951564651383
"set2.85","47_L_038_2010","47_0_038",87.2549019607843,4043952098.58,538892.426629,1,625765.081823,30632500466.2,409301.797573,6156429044.36,0.132015083229726,0.656866516196549,8.47420720659938,0.174989385545392,49,189.493,38.5658,0.531369916388,0.602753571131,747,0.321279181030853,0.0142378885425941,0.00754229322767542,0.000180285121785527,0.543759752803555,4.15593327182345
"set2.86","48_L_022_2010","48_0_022",94.1176470588235,551762595.906,254781.240904,1,153284.608792,1856359737.78,125906.8092,982816210.295,0.297228271372577,0.561409742865743,10.8465424523957,0.106813764949204,93,131.689,111.788,0.715742612097,0.499455224326,537,0.0129968837979547,0.00872062950686306,0.00461786795452449,2.26916606793302e-05,0.33769830891963,1.3854593658275
"set2.87","48_L_041_2010","48_0_041",80.3921568627451,191169702.839,101597.095245,1,81969.0361998,532537488.784,68254.9307251,296022375.345,0.358978864146294,0.645794773507242,7.3480441779348,0.23273749017404,44,135.831,125.279,0.269183137195,0.530178257118,173,0.00354742770089476,0.0029237483540315,0.00561176961269452,2.60943669798592e-05,0.326561551829076,1.18312201173862
"set2.88","48_L_052_2010","48_0_052",49.0196078431373,469715974.394,163336.820739,1,140972.783779,1569206051.39,110651.871825,787175592.746,0.299333522183353,0.596710541742577,7.53644324498592,0.221246800074424,82,197.326,109.681,0.305424249114,0.200269272754,367,0.0176676661529827,0.0034590113242933,0.00433024088688433,2.13160036332134e-05,0.344473868930355,1.9534275028168
"set2.89","48_L_104_2010","48_0_104",95.0980392156863,127155144.894,142420.548635,1,79216.2094131,494117743.639,63763.5986208,270081199.476,0.257337742938653,0.47080339224167,12.6300679154769,0.0787768284664877,94,179.532,118.405,0.338873591298,0.350901318853,387,0.00553093407884208,0.00166157698782364,0.00360966107156049,1.13071032028265e-05,0.311445322711571,1.53468092021347
"set2.90","49_L_049_2010","49_0_049",50,60899093.8679,52925.3338332,1,42322.7711869,138695992.683,36291.6457883,83201147.9855,0.439083297864917,0.731950163458241,6.78200632875365,0.273208044358653,51,67.9221,129.844,0.359134152872,0.571487047274,219,0.00082138326728684,0.00130128915759401,0.00250379375355252,3.97165913120194e-06,0.351783463012115,0.909511087760197
"set2.91","5_L_022_2010","05_0_022",73.5294117647059,1051603185.73,253568.025241,1,218360.186182,3742935669.87,164811.057682,1754430359.17,0.280956788596509,0.599398648247002,7.81931199140237,0.205528844343674,58,160.002,140.747,0.447847673036,0.601942844114,367,0.0328806008922104,0.0134928499715938,0.00697941388315383,0.000169349272404468,0.385321130368533,1.5341873289555
"set2.92","5_L_076_2010","05_0_076",51.9607843137255,88437804.7147,56120.6842175,1,51620.9372092,208926316.897,44570.7693598,120830088.848,0.423296624514276,0.731918726187081,5.96765874530048,0.352859572056178,38,76.5875,123.572,0.120496439001,0.211860387737,145,0.00109000876944231,0.00234328709833303,0.00385056226904982,1.14092992294194e-05,0.208124587209574,0.69372684691695
"set2.93","51_L_002_2010","51_0_002",81.3725490196078,308227043.664,147052.200354,1,123839.495917,1194050224.44,98107.3455427,591547245.119,0.258135744506523,0.521052284846656,8.37599012925807,0.179117306671,58,88.214,96.9987,0.434892286454,0.362648598385,394,0.00854255613183626,0.00447972809109759,0.00375285782804612,1.70814987882276e-05,0.441659147087021,1.33654634595171
"set2.94","53_L_049_2010","53_0_049",27.4509803921569,147387935.749,64196.4375343,1,77978.5268043,461761666.587,54510.5718375,175631230.664,0.319186165535096,0.83918979097156,5.28786014374155,0.449417462904898,16,73.1522,99.3645,0.37204693474,0.425300531188,106,0.0047485623472745,0.00194293229549053,0.00658848760989997,5.51753262061284e-05,0.374354841242139,1.46455779828441
"set2.95","55_L_094_2010","55_0_094",17.6470588235294,1145031603.89,238597.435396,4,176705.28724,2389626096.36,143314.086336,1376748477.88,0.479167684699364,0.831692660124229,7.05110260471437,0.252752695137303,57,70.559,139.526,0.361025818223053,0.29051395514182,8,2.98746276229997e-06,4.92762655740825e-06,0.00281640155496476,5.31630961297525e-06,0.548024241876476,0.76146247826176
"set2.96","56_L_009_2010","56_0_009",84.3137254901961,6166772.23745,16491.0764515,1,23178.1016673,41519028.9507,14417.9957379,9168328.91055,0.148528816624601,0.672616820100541,6.64079464686711,0.284950722505568,18,129.195,86.3134,0.840898688351,0.628942277079,52,0.000473386161690069,5.30124592399219e-05,0.00361415397793969,1.12694596128377e-05,0.438502993201565,3.28511568416948
"set2.97","6_L_006_2010","06_0_006",46.078431372549,1404158144.47,266006.427387,1,208259.976014,3375239594.01,173280.794537,1933980048.19,0.416017324210685,0.726045827506929,7.098786565843,0.2493685192927,63,68.2744,124.341,0.685725649284,0.54412538795,603,0.0202101553566229,0.0272286899542953,0.00451490103254943,2.72369400608079e-05,0.38529148573834,1.05590919596077
"set2.98","6_U_006_2010","06_1_006",41.1764705882353,731957172.465,171760.3874,1,142536.32411,1581837935.9,117998.224529,949207213.88,0.46272576719343,0.771124746801108,6.34863231788831,0.311780904685116,43,79.38,124.548,0.353298862236,0.347465116692,268,0.0116025371195529,0.0126154248586893,0.00654728335572687,6.2287518981442e-05,0.224372660212938,1.00690606087681
"set2.99","72_U_007_2010","72_1_007",9.80392156862745,1088120653.8,178103.599255,1,160680.479687,2052988914.92,137375.355352,1312746255.01,0.530017793029536,0.82888878916795,5.39925910359746,0.431063772722907,67,131.172,121.33,0.241254325548,0.261461882372,500,0.0207388622811717,0.0123699282512301,0.00330457386628735,1.03096763708014e-05,0.184215491131477,1.33451802493427
"set2.100","8_L_049_2010","08_0_049",40.1960784313725,6620923996.44,568459.784983,1,453687.253342,15930620926.8,345269.063612,7534693412.32,0.415609914193718,0.87872507003591,6.98619084364898,0.25747138762216,76,179.742,114.423,0.326680103614,0.37684646458,549,0.23323413945566,0.0510336659961753,0.00802686208425901,0.000703211749422922,0.345090319843623,1.83857371048983
"set3.1","1_L_014_2010","01_0_014",97,2653905316.03,539576.205888,1,270777.156441,5762794640.56,247428.192439,4238593651.19,0.460524013358232,0.626128743264858,10.4739399057753,0.114548579623557,94,88.123,114.86,0.433295286608,0.333715114244,1106,0.031013427580655,0.0445633671857902,0.00483901474696961,9.73068207507345e-05,0.362156644610344,0.907903080876297
"set3.2","1_L_070_2010","01_0_070",99,69424628.8725,92553.9408785,1,45894.6511751,165740776.856,41079.2506357,119677750.31,0.418874764493339,0.580096372906995,11.1080578286275,0.101843566577866,92,107.531,110.089,0.188534542772,0.322022990332,342,0.0014121771637961,0.000952519912066794,0.00272105682738702,7.21056586504566e-06,0.287188616483657,1.15133752500975
"set3.3","12_L_037_2010","12_0_037",3,666665796.24,118945.58036,1,119386.386449,1127928807.11,106174.316766,732568305.207,0.591053080688792,0.910039093285126,4.60674552576916,0.592135935886005,22,169.947,117.147,0.00262660235539,0.232209197148,165,0.0133435218056678,0.00765931701523502,0.00700052538691955,0.000101852541788906,0.132824164204082,1.12874395060546
"set3.4","12_L_109_2010","12_0_109",59,72997088.3876,56634.5441746,1,56289.0595761,251193930.431,45609.0905969,122823867.315,0.290600526303925,0.594323318287871,6.62870421571308,0.285991142743821,22,107.856,130.957,0.845682552308,0.654692277771,156,0.0010191891323271,0.00247405988330781,0.00344554767428731,1.41513267434167e-05,0.317429082357999,0.71398335823893
"set3.5","12_U_003_2010","12_1_003",68,18955432292.8,1101616.83956,4,925526.716215,67671884090,686399.290595,27115185228.4,0.280107943612007,0.699070728565276,8.00135831606014,0.196282881643209,63,197.026,97.4542,0.00059087049681,0.355212490415,9,0.00191766510525762,0.00034091434178933,0.0305235273888233,0.000269939376162661,0.368007567604869,1.94853026326602
"set3.6","12_U_032_2010","12_1_032",62,1389383243.98,249543.701473,1,309778.711885,7600112367.47,227711.332106,1791499425.93,0.182810881839963,0.77554210951463,6.6947688107115,0.280374618489765,21,77.2404,135.791,0.768445165987,0.776962217428,253,0.0152043478981368,0.0843274917647141,0.00921513368780948,0.000128435860772425,0.432325403178157,0.493981943416017
"set3.7","12_U_039_2010","12_1_039",91,14020292085.6,1447514.53352,16,1037896.94091,85427184407.7,847453.243752,44646310255.5,0.164119796090766,0.314030252564328,12.2248742974609,0.0840854900650489,68,87.3452,102.829,0.28841465091429,0.207596025403009,19,1.06642186021174e-05,5.71269877155257e-06,0.00155446657422627,4.3695476976495e-07,0.196395264744673,1.44877974312955
"set3.8","13_L_170_2010","13_0_170",20,1910810474.02,241930.61964,1,198711.282868,3115208700.73,178933.708337,2270460083.97,0.613381207356102,0.841596153797544,5.53454637937687,0.410247366313373,56,146,125.268,0.177418831359,0.12215412697,584,0.0466471046474046,0.018926566361138,0.00408597120669331,9.83346715268883e-05,0.136172146865273,1.13086838486557
"set3.9","15_L_003_2010","15_0_003",64,1847644560.71,274290.189754,1,287160.734191,6555362545.53,211977.075983,2416801077.76,0.281852383888345,0.764500056588224,6.3811809648322,0.308608399328941,43,130.159,55.3918,0.570543381653,0.569470720492,452,0.0425175937663297,0.0333784890906316,0.00566366078182407,0.000126626683647233,0.389086172771651,1.00018913594548
"set3.10","16_U_005_2010","16_1_005",1,4820703073.05,302675.053442,1,333697.426548,8401858339.74,288996.969419,5008608589.27,0.573766288137534,0.962483489601772,4.35934696758727,0.661251988147241,14,74.9182,182.32,0.174760706849,0.228608456097,141,0.0573646926927911,0.111202995122906,0.0226189021820203,0.00158661315062774,0.21915820859255,0.814674237850105
"set3.11","17_L_036_2010","17_0_036",76,94167803.6431,67526.7738248,1,81695.6726019,514923320.296,54441.7152543,153736653.337,0.182877333248314,0.612526691580039,6.9586465938054,0.25951370774797,45,193.945,82.7351,0.873866459091,0.738497140048,204,0.00684765391633985,0.000740754321086675,0.00360942031052004,1.37462646618521e-05,0.448924829738653,2.70139868391613
"set3.12","17_L_063_2010","17_0_063",17,1114051543.48,179123.240298,1,176552.229748,2399695064.51,140998.259977,1284998475.21,0.464247128710698,0.866967210445862,5.36660084369963,0.436326182985413,37,130.854,105.623,0.703355450178,0.290213273458,256,0.0181372464381066,0.00752242420971428,0.00747017517238642,0.000161684030974378,0.490089546862328,1.48913460141615
"set3.13","17_L_094_2010","17_0_094",42,6188884762.01,429964.144989,1,475639.278338,17525598214.7,382250.589163,8212811969.25,0.353134009247053,0.753564648159743,5.46545147659684,0.42068572765143,31,72.5932,143.951,0.369137414223,0.521163243522,427,0.0806515088960339,0.156024050209419,0.0101125908880072,0.000200331525237689,0.331299712851467,0.732897103474573
"set3.14","18_L_038_2010","18_0_038",30,1977013907.34,274216.856572,1,239246.185382,4433384402.84,197505.076818,2552184144.99,0.445937849664815,0.774636074446637,6.1672177966051,0.330393346013976,32,93.5969,129.789,0.376909371531,0.410178749752,256,0.0280128794673963,0.0356961277523922,0.0112092285155384,0.000218662824770279,0.249599647997042,0.970651615632299
"set3.15","18_L_095_2010","18_0_095",23,59463637.1787,43287.3200715,1,49063.7067189,186777980.614,34851.7689172,73739877.4473,0.318365350044067,0.806397287833807,5.61351599441561,0.39878602927764,33,173.514,93.5707,0.0421328095833,0.437867372274,89,0.00186488769483696,0.000521983841005762,0.00522524482625352,1.90260147259046e-05,0.331143454566956,2.2251036883016
"set3.16","20_L_026_2010","20_0_026",19,169286455.624,67520.7198566,1,71036.3116485,392684059.4,56116.9710127,214250313.685,0.431100910698185,0.790133991929142,5.18950527425781,0.466614197385881,23,104.088,173.854,0.301228995605,0.199602441026,82,0.00286032610938864,0.00445365477301996,0.00844508945626522,9.21891958140079e-05,0.157353211016098,1.02964493014373
